Assuming 9 as type relation
Loading files... 
  Starting db_tri.txt
  Finished db_tri.txt, still running: 0
Loaded 191430 facts in 1.36 s using -317 MB
Using HeadCoverage as pruning metric with minimum threshold 0.001
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.01
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 1 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?h   => ?a  equalTo  ?b	0.015933333	0.016274002	0.016274002	239	14686	14686	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?h   => ?a  equalTo  ?b	0.013866667	0.013435825	0.013435825	208	15481	15481	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?m  http://dbpedia.org/ontology/secondTeam  ?h   => ?a  equalTo  ?b	0.009133333	0.012190781	0.012190781	137	11238	11238	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/country  ?h  ?a  http://dbpedia.org/ontology/location  ?h   => ?a  equalTo  ?b	0.003133333	0.058168317	0.058168317	47	808	808	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/developer  ?h  ?a  http://dbpedia.org/ontology/publisher  ?h   => ?a  equalTo  ?b	0.011	0.048372911	0.048372911	165	3411	3411	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?h  ?a  http://dbpedia.org/ontology/secondDriver  ?h   => ?a  equalTo  ?b	0.004933333	0.020951302	0.020951302	74	3532	3532	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriver  ?h  ?a  http://dbpedia.org/ontology/secondDriver  ?h   => ?a  equalTo  ?b	0.0036	0.014438503	0.014438503	54	3740	3740	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?h  ?a  http://dbpedia.org/ontology/secondTeam  ?h   => ?a  equalTo  ?b	0.009333333	0.01162501	0.01162501	140	12043	12043	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?h  ?a  http://dbpedia.org/ontology/secondTeam  ?h   => ?a  equalTo  ?b	0.009133333	0.012190781	0.012190781	137	11238	11238	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?h  ?a  http://dbpedia.org/ontology/secondTeam  ?h   => ?a  equalTo  ?b	0.008133333	0.010341612	0.010341612	122	11797	11797	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriver  ?h  ?a  http://dbpedia.org/ontology/thirdDriver  ?h   => ?a  equalTo  ?b	0.002466667	0.012869565	0.012869565	37	2875	2875	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriver  ?h  ?a  http://dbpedia.org/ontology/thirdDriver  ?h   => ?a  equalTo  ?b	0.002333333	0.011908813	0.011908813	35	2939	2939	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/developer  ?h  ?m  http://dbpedia.org/ontology/publisher  ?h   => ?a  equalTo  ?b	0.011	0.048372911	0.048372911	165	3411	3411	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/associatedBand  ?n  ?a  http://dbpedia.org/ontology/bandMember  ?h   => ?a  equalTo  ?b	0.011066667	0.24962406	0.24962406	166	665	665	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?a  http://dbpedia.org/ontology/bandMember  ?h   => ?a  equalTo  ?b	0.011066667	0.24962406	0.24962406	166	665	665	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/biggestCity  ?b  ?a  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?h   => ?a  equalTo  ?b	0.001933333	0.367088608	0.367088608	29	79	79	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/capital  ?b  ?a  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?h   => ?a  equalTo  ?b	0.001666667	0.396825397	0.396825397	25	63	63	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/capital  ?n  ?a  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?h   => ?a  equalTo  ?b	0.001666667	0.390625	0.390625	25	64	64	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/country  ?h  ?a  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?h   => ?a  equalTo  ?b	0.001533333	0.107981221	0.107981221	23	213	213	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/isPartOf  ?h  ?a  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?h   => ?a  equalTo  ?b	0.001066667	0.219178082	0.219178082	16	73	73	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/birthPlace  ?h  ?a  http://dbpedia.org/ontology/deathPlace  ?h   => ?a  equalTo  ?b	0.0056	0.051439069	0.051439069	84	1633	1633	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/associatedBand  ?n  ?a  http://dbpedia.org/ontology/formerBandMember  ?h   => ?a  equalTo  ?b	0.008533333	0.230630631	0.230630631	128	555	555	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?a  http://dbpedia.org/ontology/formerBandMember  ?h   => ?a  equalTo  ?b	0.008533333	0.230630631	0.230630631	128	555	555	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/capital  ?b  ?a  http://dbpedia.org/ontology/country  ?h   => ?a  equalTo  ?b	0.001733333	0.298850575	0.298850575	26	87	87	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/biggestCity  ?b  ?a  http://dbpedia.org/ontology/country  ?h   => ?a  equalTo  ?b	0.001733333	0.254901961	0.254901961	26	102	102	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/capital  ?n  ?a  http://dbpedia.org/ontology/country  ?h   => ?a  equalTo  ?b	0.001733333	0.295454545	0.295454545	26	88	88	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/country  ?h  ?m  http://dbpedia.org/ontology/location  ?h   => ?a  equalTo  ?b	0.003133333	0.058168317	0.058168317	47	808	808	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/country  ?h  ?m  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?h   => ?a  equalTo  ?b	0.001533333	0.107981221	0.107981221	23	213	213	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/country  ?h  ?m  http://dbpedia.org/ontology/mouthCountry  ?h   => ?a  equalTo  ?b	0.001	0.25862069	0.25862069	15	58	58	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/country  ?h  ?m  http://dbpedia.org/ontology/sourceCountry  ?h   => ?a  equalTo  ?b	0.001	0.182926829	0.182926829	15	82	82	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/derivative  ?n  ?a  http://dbpedia.org/ontology/stylisticOrigin  ?h   => ?a  equalTo  ?b	0.003666667	0.110663984	0.110663984	55	497	497	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/musicSubgenre  ?n  ?a  http://dbpedia.org/ontology/stylisticOrigin  ?h   => ?a  equalTo  ?b	0.0018	0.083333333	0.083333333	27	324	324	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/musicFusionGenre  ?n  ?a  http://dbpedia.org/ontology/stylisticOrigin  ?h   => ?a  equalTo  ?b	0.0022	0.088	0.088	33	375	375	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/language  ?h  ?n  http://dbpedia.org/ontology/spokenIn  ?b   => ?a  equalTo  ?b	0.001133333	0.041564792	0.041564792	17	409	409	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/language  ?h  ?m  http://dbpedia.org/ontology/officialLanguage  ?h   => ?a  equalTo  ?b	0.001	0.063291139	0.063291139	15	237	237	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/director  ?h  ?n  http://dbpedia.org/ontology/movie  ?b   => ?a  equalTo  ?b	0.001066667	0.266666667	0.266666667	16	60	60	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/director  ?h  ?m  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.004866667	0.124361158	0.124361158	73	587	587	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/director  ?h  ?m  http://dbpedia.org/ontology/starring  ?h   => ?a  equalTo  ?b	0.0024	0.111801242	0.111801242	36	322	322	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/director  ?h  ?m  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.0022	0.165	0.165	33	200	200	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/starring  ?h  ?m  http://dbpedia.org/ontology/writer  ?h   => ?a  equalTo  ?b	0.002666667	0.059435364	0.059435364	40	673	673	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?h  ?a  http://dbpedia.org/ontology/starring  ?h   => ?a  equalTo  ?b	0.0024	0.111801242	0.111801242	36	322	322	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/derivative  ?h  ?h  http://dbpedia.org/ontology/stylisticOrigin  ?n   => ?a  equalTo  ?b	0.0034	0.148688047	0.148688047	51	343	343	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/adjacentSettlement  ?b  ?a  http://dbpedia.org/ontology/neighboringMunicipality  ?h   => ?a  equalTo  ?b	0.003333333	0.143678161	0.143678161	50	348	348	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?h  ?a  http://dbpedia.org/ontology/picture  ?h   => ?a  equalTo  ?b	0.0018	0.023255814	0.023255814	27	1161	1161	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalBand  ?h  ?a  http://dbpedia.org/ontology/picture  ?h   => ?a  equalTo  ?b	0.0018	0.023255814	0.023255814	27	1161	1161	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?h  ?a  http://dbpedia.org/ontology/picture  ?h   => ?a  equalTo  ?b	0.0012	0.047493404	0.047493404	18	379	379	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/picture  ?h  ?m  http://dbpedia.org/ontology/producer  ?h   => ?a  equalTo  ?b	0.001133333	0.038288288	0.038288288	17	444	444	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/foundedBy  ?h  ?n  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  equalTo  ?b	0.0018	0.442622951	0.442622951	27	61	61	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/foundedBy  ?h  ?h  http://dbpedia.org/ontology/recordLabel  ?n   => ?a  equalTo  ?b	0.0016	0.421052632	0.421052632	24	57	57	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/biggestCity  ?b  ?a  http://dbpedia.org/ontology/isPartOf  ?h   => ?a  equalTo  ?b	0.001066667	0.666666667	0.666666667	16	24	24	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/isPartOf  ?h  ?m  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?h   => ?a  equalTo  ?b	0.001066667	0.219178082	0.219178082	16	73	73	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/distributingCompany  ?h  ?m  http://dbpedia.org/ontology/distributingLabel  ?h   => ?a  equalTo  ?b	0.002866667	0.281045752	0.281045752	43	153	153	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/distributingCompany  ?h  ?a  http://dbpedia.org/ontology/distributingLabel  ?h   => ?a  equalTo  ?b	0.002866667	0.281045752	0.281045752	43	153	153	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/capital  ?h  ?n  http://dbpedia.org/ontology/country  ?b   => ?a  equalTo  ?b	0.0012	0.947368421	0.947368421	18	19	19	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/capital  ?h  ?h  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?n   => ?a  equalTo  ?b	0.001666667	0.595238095	0.595238095	25	42	42	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/capital  ?h  ?h  http://dbpedia.org/ontology/country  ?n   => ?a  equalTo  ?b	0.001733333	0.928571429	0.928571429	26	28	28	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/influenced  ?b  ?a  http://dbpedia.org/ontology/influencedBy  ?h   => ?a  equalTo  ?b	0.001733333	0.080745342	0.080745342	26	322	322	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/influenced  ?n  ?a  http://dbpedia.org/ontology/influencedBy  ?h   => ?a  equalTo  ?b	0.002066667	0.079487179	0.079487179	31	390	390	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/musicSubgenre  ?h  ?h  http://dbpedia.org/ontology/stylisticOrigin  ?n   => ?a  equalTo  ?b	0.001333333	0.11299435	0.11299435	20	177	177	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/musicFusionGenre  ?h  ?h  http://dbpedia.org/ontology/stylisticOrigin  ?n   => ?a  equalTo  ?b	0.001466667	0.13253012	0.13253012	22	166	166	-1
?h  equalTo  ?n  ?a  http://dbpedia.org/ontology/influenced  ?h  ?n  http://dbpedia.org/ontology/influencedBy  ?b   => ?a  equalTo  ?b	0.0016	0.095238095	0.095238095	24	252	252	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/influenced  ?h  ?h  http://dbpedia.org/ontology/influencedBy  ?n   => ?a  equalTo  ?b	0.001733333	0.096296296	0.096296296	26	270	270	-1
?n  equalTo  ?b  ?h  http://dbpedia.org/ontology/predecessor  ?n  ?a  http://dbpedia.org/ontology/successor  ?h   => ?a  equalTo  ?b	0.001466667	0.956521739	0.956521739	22	23	23	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/owner  ?h  ?a  http://dbpedia.org/ontology/owningCompany  ?h   => ?a  equalTo  ?b	0.0016	0.258064516	0.258064516	24	93	93	-1
?h  equalTo  ?n  ?n  http://dbpedia.org/ontology/child  ?b  ?a  http://dbpedia.org/ontology/parent  ?h   => ?a  equalTo  ?b	0.001466667	0.511627907	0.511627907	22	43	43	-1
?n  equalTo  ?b  ?a  http://dbpedia.org/ontology/predecessor  ?h  ?h  http://dbpedia.org/ontology/successor  ?n   => ?a  equalTo  ?b	0.001533333	0.92	0.92	23	25	25	-1
?m  equalTo  ?b  ?a  http://dbpedia.org/ontology/owner  ?h  ?m  http://dbpedia.org/ontology/owningCompany  ?h   => ?a  equalTo  ?b	0.0016	0.258064516	0.258064516	24	93	93	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/country  ?h  ?a  http://dbpedia.org/ontology/sourceCountry  ?h   => ?a  equalTo  ?b	0.001	0.182926829	0.182926829	15	82	82	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/country  ?h  ?a  http://dbpedia.org/ontology/mouthCountry  ?h   => ?a  equalTo  ?b	0.001	0.25862069	0.25862069	15	58	58	-1
?m  equalTo  ?b  ?m  http://dbpedia.org/ontology/language  ?h  ?a  http://dbpedia.org/ontology/officialLanguage  ?h   => ?a  equalTo  ?b	0.001	0.063291139	0.063291139	15	237	237	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/previousWork  ?n  ?n  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.384866667	0.92828429	0.935656402	5773	6219	6170	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/previousWork  ?a  ?g  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.385066667	0.929813265	0.937966872	5776	6212	6158	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/associatedBand  ?n  ?n  http://dbpedia.org/ontology/associatedMusicalArtist  ?a   => ?a  equalTo  ?b	0.036066667	0.061129944	0.062435084	541	8850	8665	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/associatedBand  ?n  ?n  http://dbpedia.org/ontology/bandMember  ?a   => ?a  equalTo  ?b	0.013466667	0.170896785	0.170896785	202	1182	1182	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/associatedBand  ?n  ?n  http://dbpedia.org/ontology/formerBandMember  ?a   => ?a  equalTo  ?b	0.010666667	0.19253911	0.193939394	160	831	825	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/associatedBand  ?a  ?g  http://dbpedia.org/ontology/associatedMusicalArtist  ?n   => ?a  equalTo  ?b	0.036066667	0.061129944	0.062435084	541	8850	8665	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?n  http://dbpedia.org/ontology/bandMember  ?a   => ?a  equalTo  ?b	0.013466667	0.170896785	0.170896785	202	1182	1182	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/associatedMusicalArtist  ?n  ?n  http://dbpedia.org/ontology/formerBandMember  ?a   => ?a  equalTo  ?b	0.010666667	0.19253911	0.193939394	160	831	825	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?g  http://dbpedia.org/ontology/bandMember  ?n   => ?a  equalTo  ?b	0.011066667	0.24813154	0.24962406	166	669	665	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/associatedBand  ?a  ?g  http://dbpedia.org/ontology/bandMember  ?n   => ?a  equalTo  ?b	0.011066667	0.24813154	0.24962406	166	669	665	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/capital  ?a  ?g  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?n   => ?a  equalTo  ?b	0.001666667	0.390625	0.390625	25	64	64	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?g  http://dbpedia.org/ontology/formerBandMember  ?n   => ?a  equalTo  ?b	0.008533333	0.228163993	0.230630631	128	561	555	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/associatedBand  ?a  ?g  http://dbpedia.org/ontology/formerBandMember  ?n   => ?a  equalTo  ?b	0.008533333	0.228163993	0.230630631	128	561	555	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/capital  ?a  ?g  http://dbpedia.org/ontology/country  ?n   => ?a  equalTo  ?b	0.001733333	0.295454545	0.295454545	26	88	88	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/derivative  ?a  ?g  http://dbpedia.org/ontology/stylisticOrigin  ?n   => ?a  equalTo  ?b	0.003666667	0.110663984	0.110663984	55	497	497	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/musicFusionGenre  ?a  ?g  http://dbpedia.org/ontology/stylisticOrigin  ?n   => ?a  equalTo  ?b	0.0022	0.088	0.088	33	375	375	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/musicSubgenre  ?a  ?g  http://dbpedia.org/ontology/stylisticOrigin  ?n   => ?a  equalTo  ?b	0.0018	0.083333333	0.083333333	27	324	324	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/derivative  ?n  ?n  http://dbpedia.org/ontology/stylisticOrigin  ?a   => ?a  equalTo  ?b	0.0034	0.148688047	0.148688047	51	343	343	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/foundedBy  ?n  ?n  http://dbpedia.org/ontology/recordLabel  ?a   => ?a  equalTo  ?b	0.0016	0.421052632	0.421052632	24	57	57	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/capital  ?n  ?n  http://dbpedia.org/ontology/country  ?a   => ?a  equalTo  ?b	0.001733333	0.928571429	0.928571429	26	28	28	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/capital  ?n  ?n  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?a   => ?a  equalTo  ?b	0.001666667	0.595238095	0.595238095	25	42	42	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/influenced  ?a  ?g  http://dbpedia.org/ontology/influencedBy  ?n   => ?a  equalTo  ?b	0.002066667	0.079487179	0.079487179	31	390	390	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/musicSubgenre  ?n  ?n  http://dbpedia.org/ontology/stylisticOrigin  ?a   => ?a  equalTo  ?b	0.001333333	0.11299435	0.11299435	20	177	177	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/musicFusionGenre  ?n  ?n  http://dbpedia.org/ontology/stylisticOrigin  ?a   => ?a  equalTo  ?b	0.001466667	0.13253012	0.13253012	22	166	166	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/influenced  ?n  ?n  http://dbpedia.org/ontology/influencedBy  ?a   => ?a  equalTo  ?b	0.001733333	0.096296296	0.096296296	26	270	270	-1
?g  equalTo  ?b  ?n  http://dbpedia.org/ontology/predecessor  ?a  ?g  http://dbpedia.org/ontology/successor  ?n   => ?a  equalTo  ?b	0.001466667	0.956521739	0.956521739	22	23	23	-1
?g  equalTo  ?b  ?g  http://dbpedia.org/ontology/predecessor  ?n  ?n  http://dbpedia.org/ontology/successor  ?a   => ?a  equalTo  ?b	0.001533333	0.92	0.92	23	25	25	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/album  ?g  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.0018	0.014729951	0.014835165	27	1833	1820	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/album  ?g  ?m  http://dbpedia.org/ontology/previousWork  ?a   => ?a  equalTo  ?b	0.001266667	0.010215054	0.010303688	19	1860	1844	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?g  ?m  http://dbpedia.org/ontology/producer  ?a   => ?a  equalTo  ?b	0.0374	0.195402299	0.19809322	561	2871	2832	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/producer  ?a  ?m  http://dbpedia.org/ontology/writer  ?g   => ?a  equalTo  ?b	0.023	0.21023766	0.213094503	345	1641	1619	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?g  ?m  http://dbpedia.org/ontology/producer  ?a   => ?a  equalTo  ?b	0.0152	0.192405063	0.193548387	228	1185	1178	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalBand  ?g  ?m  http://dbpedia.org/ontology/producer  ?a   => ?a  equalTo  ?b	0.0152	0.192405063	0.193548387	228	1185	1178	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?g  ?m  http://dbpedia.org/ontology/producer  ?a   => ?a  equalTo  ?b	0.0014	0.538461538	0.538461538	21	39	39	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/associatedBand  ?a  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?g   => ?a  equalTo  ?b	0.072	0.074750831	0.076174355	1080	14448	14178	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/associatedBand  ?g  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?a   => ?a  equalTo  ?b	0.072	0.074750831	0.076174355	1080	14448	14178	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/album  ?a  ?m  http://dbpedia.org/ontology/subsequentWork  ?g   => ?a  equalTo  ?b	0.0018	0.014762165	0.014835165	27	1829	1820	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/album  ?a  ?m  http://dbpedia.org/ontology/previousWork  ?g   => ?a  equalTo  ?b	0.001266667	0.010259179	0.010303688	19	1852	1844	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?a  ?m  http://dbpedia.org/ontology/producer  ?g   => ?a  equalTo  ?b	0.0374	0.193448276	0.19809322	561	2900	2832	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?a  ?m  http://dbpedia.org/ontology/writer  ?g   => ?a  equalTo  ?b	0.002333333	0.202312139	0.204678363	35	173	171	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?a  ?m  http://dbpedia.org/ontology/recordLabel  ?g   => ?a  equalTo  ?b	0.0012	0.013402829	0.013584906	18	1343	1325	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/producer  ?g  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.023	0.210880196	0.213094503	345	1636	1619	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalBand  ?g  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.020866667	0.19167177	0.193209877	313	1633	1620	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?g  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.020866667	0.19167177	0.193209877	313	1633	1620	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?g  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.002333333	0.204678363	0.204678363	35	171	171	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/director  ?g  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.002	0.555555556	0.555555556	30	54	54	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/starring  ?g  ?m  http://dbpedia.org/ontology/writer  ?a   => ?a  equalTo  ?b	0.001	0.394736842	0.394736842	15	38	38	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?g  ?m  http://dbpedia.org/ontology/musicalBand  ?a   => ?a  equalTo  ?b	0.035733333	0.499068901	0.500934579	536	1074	1070	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalBand  ?a  ?m  http://dbpedia.org/ontology/writer  ?g   => ?a  equalTo  ?b	0.020866667	0.191320293	0.193209877	313	1636	1620	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalBand  ?a  ?m  http://dbpedia.org/ontology/producer  ?g   => ?a  equalTo  ?b	0.0152	0.191919192	0.193548387	228	1188	1178	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?a  ?m  http://dbpedia.org/ontology/musicalBand  ?g   => ?a  equalTo  ?b	0.035733333	0.499068901	0.500934579	536	1074	1070	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?a  ?m  http://dbpedia.org/ontology/writer  ?g   => ?a  equalTo  ?b	0.020866667	0.191320293	0.193209877	313	1636	1620	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/musicalArtist  ?a  ?m  http://dbpedia.org/ontology/producer  ?g   => ?a  equalTo  ?b	0.0152	0.191919192	0.193548387	228	1188	1178	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/artist  ?g  ?m  http://dbpedia.org/ontology/recordLabel  ?a   => ?a  equalTo  ?b	0.0012	0.013493253	0.013584906	18	1334	1325	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/draftTeam  ?g  ?m  http://dbpedia.org/ontology/formerTeam  ?a   => ?a  equalTo  ?b	0.0014	0.015613383	0.015613383	21	1345	1345	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/birthPlace  ?a  ?m  http://dbpedia.org/ontology/deathPlace  ?g   => ?a  equalTo  ?b	0.003333333	0.342465753	0.342465753	50	146	146	-1
